Name,Address,Bedrooms,Price,Rent,Area,Furnishing,Type,Match_Type,Price_Per_Sqft,Rent_Per_Sqft
"Lake Gardens, Kolkata",lake gardens,3,13994318,55000,1600.0,Furnished,rent,address_bedroom,8746.45,34.38
"Shapoorji Paloonji Sukhobristi, Shapoorji Paloonji Sukhobristi, New Town, Kolkata",new town,1,2200000,17500,450.0,Furnished,rent,exact_match,4888.89,38.89
"Shapoorji Paloonji Sukhobristi, Shapoorji Paloonji Sukhobristi, New Town, Kolkata",new town,3,9250000,20000,780.0,Unfurnished,rent,exact_match,11858.97,25.64
"Kalindi Housing Estate, Kolkata",kalindi housing estate,2,4840686,15000,750.0,Unfurnished,rent,address_bedroom,6454.25,20.0
2 BHK House for Rent in Uttarpara Chinsurah Kolkata,uttarpara,2,4000000,8000,850.0,Unfurnished,rent,exact_match,4705.88,9.41
"Ballygunge, Kolkata",ballygunge,5,63707865,260000,4800.0,Furnished,rent,address_only,13272.47,54.17
2 BHK House for Rent in Patuli Kolkata,patuli,2,3400000,15000,750.0,Semi-Furnished,rent,exact_match,4533.33,20.0
"Bengal Peerless Animikha, Bengal Peerless Animikha, New Town, Kolkata",new town,3,25000000,27000,1100.0,Furnished,rent,exact_match,22727.27,24.55
"Dankuni, Kolkata",dankuni,2,2075294,16000,756.0,Furnished,rent,address_bedroom,2745.1,21.16
"Dolphin Santana Apartment, Dolphin Santana Apartment, Rajarhat, Kolkata",rajarhat,2,5200000,10000,700.0,Unfurnished,rent,exact_match,7428.57,14.29
2 BHK House for Rent in Pirpukur South Park Ward Number 113 Kolkata,kalitala,2,4533333,8500,850.0,Unfurnished,rent,bedroom_only,5333.33,10.0
"PS The 102, PS The 102, Joka, Kolkata",joka,3,8000000,23000,900.0,Unfurnished,rent,exact_match,8888.89,25.56
"Chinar Park, Rajarhat, Kolkata",chinar park,1,3381812,18000,350.0,Furnished,rent,address_only,9662.32,51.43
"Kalikapur South 24 Parganas, Kolkata",kalikapur south 24 parganas,3,6591897,15000,900.0,Unfurnished,rent,bedroom_only,7324.33,16.67
"Swagat Skyline, Swagat Skyline, Rajarhat, Kolkata",rajarhat,3,6500000,13000,712.0,Unfurnished,rent,exact_match,9129.21,18.26
Kolkata,near don bosco school liluah,3,10254063,20000,1400.0,Semi-Furnished,rent,bedroom_only,7324.33,14.29
"Sucheta Nagar, Haltu, Kolkata",sucheta nagar,2,4000000,13000,750.0,Unfurnished,rent,bedroom_only,5333.33,17.33
"1 BHK House for Rent in Haridevpur, Paschim Putiary Kolkata",haridevpur,1,2094444,7000,650.0,Unfurnished,rent,address_bedroom,3222.22,10.77
"Rohra Developers Eco, Rohra Developers Eco, New Town, Kolkata",new town,2,2600000,28000,582.0,Unfurnished,rent,exact_match,4467.35,48.11
"Hiland Greens, Hiland Greens, Maheshtala, Kolkata",maheshtala,3,2425323,18000,668.0,Semi-Furnished,rent,address_bedroom,3630.72,26.95
"Godrej Seven, Godrej Seven, Joka, Kolkata",joka,3,8000000,24637,916.0,Semi-Furnished,rent,exact_match,8733.62,26.9
Kolkata,prince anwar shah connector,3,7148547,22000,976.0,Semi-Furnished,rent,bedroom_only,7324.33,22.54
"Rajwada Nirvana, Rajwada Nirvana, Kamalgazi, Narendrapur, Kolkata",kamalgazi,2,3880000,23000,750.0,Furnished,rent,exact_match,5173.33,30.67
"Action Area 1, Kolkata",action area 1,3,10500000,45000,1285.0,Furnished,rent,exact_match,8171.21,35.02
"Kendriya Vihar Phase 2, Kendriya Vihar Phase 2, Belghoria Expressway, Kolkata",belghoria expressway,3,9477000,29000,1458.0,Semi-Furnished,rent,address_only,6500.0,19.89
"New Town, Kolkata",new town,3,10100000,18000,1200.0,Unfurnished,rent,exact_match,8416.67,15.0
"Shriram Sunshine One, Shriram Sunshine One, Kolkata",shriram grand city,2,3360000,10000,630.0,Unfurnished,rent,bedroom_only,5333.33,15.87
"Action Area 2, Kolkata",action area 2,3,12232258,22000,1200.0,Semi-Furnished,rent,address_bedroom,10193.55,18.33
"Satyam Tower, Satyam Tower, South Dumdum, Kolkata",south dum dum,2,3733333,14000,700.0,Unfurnished,rent,bedroom_only,5333.33,20.0
"Mukundapur, Kolkata",mukundapur,2,6425646,27000,668.0,Furnished,rent,address_bedroom,9619.23,40.42
2 BHK House for Rent in Nayabad Kolkata,nayabad,2,4400000,17000,680.0,Semi-Furnished,rent,exact_match,6470.59,25.0
"Beniapukur, Kolkata",beniapukur,2,3733333,27000,700.0,Unfurnished,rent,bedroom_only,5333.33,38.57
"Godrej Seven, Godrej Seven, Joka, Kolkata",joka,3,8000000,26000,972.0,Unfurnished,rent,exact_match,8230.45,26.75
"Primarc Southwinds, Primarc Southwinds, Sonarpur, Kolkata",sonarpur,3,3944851,24000,1000.0,Semi-Furnished,rent,address_only,3944.85,24.0
"Aspira Loharuka Green Heights, Aspira Loharuka Green Heights, Rajarhat Main Road, Kolkata",rajarhat main road,3,10804193,31000,1100.0,Furnished,rent,address_only,9821.99,28.18
"Joka, Kolkata",joka,2,3500000,23000,700.0,Furnished,rent,exact_match,5000.0,32.86
"Ruby Hospital Area, Kolkata",ruby general hospital,3,8056764,19000,1100.0,Unfurnished,rent,bedroom_only,7324.33,17.27
"Eden Bella Vista, Eden Bella Vista, Beleghata, Kolkata",beleghata,3,14500000,45000,1000.0,Semi-Furnished,rent,exact_match,14500.0,45.0
"Space Club Town Heights, Space Club Town Heights, Barrackpore Trunk Road, Kolkata",barrackpore trunk road,2,6600000,25000,850.0,Unfurnished,rent,exact_match,7764.71,29.41
"Mahesh Bose Para, Kolkata",mahesh bose para,1,2605263,20000,550.0,Furnished,rent,bedroom_only,4736.84,36.36
"Block A Lake Town, Kolkata",lake town block a,1,2226000,12000,350.0,Furnished,rent,address_only,6360.0,34.29
"Stand Alone, Stand Alone, Action Area 3, Kolkata",action area 3,3,6500000,27000,1000.0,Semi-Furnished,rent,exact_match,6500.0,27.0
"Dum Dum Cantonment, Kolkata",dum dum cantonment,2,4700000,15000,736.0,Furnished,rent,exact_match,6385.87,20.38
"Action Area 2, Kolkata",action area 2,2,6700000,16500,800.0,Unfurnished,rent,exact_match,8375.0,20.62
"Airport 2 Number Gate, Kolkata",airport 2 number gate,2,4342154,9900,756.0,Semi-Furnished,rent,address_only,5743.59,13.1
"Kayastopara, Haltu, Kolkata",kayastopara,2,4860000,15000,810.0,Unfurnished,rent,address_only,6000.0,18.52
"Saltee Vision, Saltee Vision, Sector 5 Salt Lake City, Kolkata",sector 5 salt lake city,3,12900000,60000,1150.0,Furnished,rent,exact_match,11217.39,52.17
"Curio City, Curio City, New Town, Kolkata",new town,2,6100000,22000,850.0,Semi-Furnished,rent,exact_match,7176.47,25.88
"Haldiram Enclave, Haldiram Enclave, Vip Road, Kolkata",vip road,2,4533333,30000,850.0,Furnished,rent,bedroom_only,5333.33,35.29
"Baguiati, Kolkata",baguiati,3,4000000,15700,945.0,Semi-Furnished,rent,exact_match,4232.8,16.61
"Amar Basha 2, Amar Basha 2, Mahamaya Tala, Garia, Kolkata",mahamaya tala,3,9800000,18000,1044.0,Semi-Furnished,rent,exact_match,9386.97,17.24
"Action Area 2, Kolkata",action area 2,3,10193548,16500,1000.0,Semi-Furnished,rent,address_bedroom,10193.55,16.5
"New Alipore, Kolkata",new alipore,1,4200000,16000,640.0,Unfurnished,rent,exact_match,6562.5,25.0
"New Alipore, Kolkata",new alipore,3,23900000,45000,1700.0,Unfurnished,rent,exact_match,14058.82,26.47
"Bansdroni, Kolkata",bansdroni,2,2600000,15000,900.0,Semi-Furnished,rent,exact_match,2888.89,16.67
"WB Avidipta, WB Avidipta, Eastern Metropolitan Bypass, Kolkata",em bypass,2,9500000,36000,850.0,Semi-Furnished,rent,exact_match,11176.47,42.35
"RDB Regent Sonarpur Phase I, RDB Regent Sonarpur Phase I, Rajpur Sonarpur, Kolkata",rajpur sonarpur,2,1600000,15000,800.0,Furnished,rent,exact_match,2000.0,18.75
"Rajwada Springfield, Rajwada Springfield, Narendrapur Rajpur Sonarpur, Kolkata",narendrapur,2,3400000,15000,750.0,Semi-Furnished,rent,exact_match,4533.33,20.0
"Vedic Sanjeeva Gardens , Vedic Sanjeeva Gardens, Rajarhat, Kolkata",rajarhat,4,17200000,51000,1500.0,Semi-Furnished,rent,exact_match,11466.67,34.0
"Rabindra Sarobar, Kolkata",rabindra sarobar,2,6400000,85000,1200.0,Furnished,rent,bedroom_only,5333.33,70.83
"Simoco Sanhita Housing Complex Commercial , Simoco Sanhita Housing Complex Commercial, Bhangar, Kolkata",bhangar,3,10986496,11000,1500.0,Unfurnished,rent,bedroom_only,7324.33,7.33
"Howrah, Kolkata",howrah,2,3408626,15000,800.0,Furnished,rent,address_bedroom,4260.78,18.75
"Genexx Valley, Genexx Valley, Joka, Kolkata",joka,1,4446602,14000,800.0,Furnished,rent,address_bedroom,5558.25,17.5
3 BHK House for Rent in Mukundapur Main Road Kolkata,mukundapur main road,3,2519074,14000,816.0,Semi-Furnished,rent,address_only,3087.1,17.16
"JK Garden, JK Garden, International Airport, Dum Dum, Jessore Road, Kolkata",international airport,3,3900000,19500,1285.0,Unfurnished,rent,exact_match,3035.02,15.18
"Rajarhat, Kolkata",rajarhat,3,10000000,14000,1100.0,Unfurnished,rent,exact_match,9090.91,12.73
"Alcove Gloria, Alcove Gloria, Vip Road, Kolkata",vip road,4,20855000,65000,1940.0,Unfurnished,rent,bedroom_only,10750.0,33.51
"Active Greens, Active Greens, Tangra, Kolkata",tangra,3,19000000,49000,1540.0,Furnished,rent,exact_match,12337.66,31.82
"Adya Highrise, Adya Highrise, Tollygunge, Kolkata",tollygunge,2,7500000,20000,924.0,Semi-Furnished,rent,exact_match,8116.88,21.65
"Merlin Verve, Merlin Verve, Tollygunge, Kolkata",tollygunge,4,21500000,65000,1800.0,Semi-Furnished,rent,exact_match,11944.44,36.11
"Bansdroni, Kolkata",bansdroni,2,2600000,15000,650.0,Unfurnished,rent,exact_match,4000.0,23.08
Kolkata,park vista,3,7690547,50000,1050.0,Unfurnished,rent,bedroom_only,7324.33,47.62
"New Alipore, Kolkata",new alipore,2,5849953,16000,800.0,Unfurnished,rent,address_bedroom,7312.44,20.0
"Shapoorji Pallonji Housing Complex, Shapoorji Pallonji Housing Complex, Action Area 3, Kolkata",action area 3,3,5200000,17000,901.0,Unfurnished,rent,exact_match,5771.37,18.87
"Upohar The Condoville, Upohar The Condoville, Kolkata",upohar candovhla,2,4458667,22000,836.0,Semi-Furnished,rent,bedroom_only,5333.33,26.32
"Sunny Fort, Sunny Fort, New Town, Kolkata",new town,3,14000000,28000,1757.0,Unfurnished,rent,exact_match,7968.13,15.94
"Ambuja Ujjwala The Condoville, Ambuja Ujjwala The Condoville, New Town, Kolkata",new town,3,10100000,45000,1508.0,Furnished,rent,exact_match,6697.61,29.84
"Midland Park, Midland Park, Salt Lake City, Kolkata",salt lake city,2,2250000,22000,940.0,Furnished,rent,exact_match,2393.62,23.4
"Action Area 1, Kolkata",action area 1,3,10500000,40000,1652.0,Unfurnished,rent,exact_match,6355.93,24.21
"Kestopur, Kolkata",kestopur,2,5200000,12500,750.0,Unfurnished,rent,exact_match,6933.33,16.67
"Merlin Residency, Merlin Residency, Lake Gardens, Kolkata",lake gardens,3,16618253,80000,1900.0,Furnished,rent,address_bedroom,8746.45,42.11
"DTC Sojon, DTC Sojon, Joka, Kolkata",joka,3,8500000,21500,1130.0,Unfurnished,rent,exact_match,7522.12,19.03
"Rishi Pranaya, Rishi Pranaya, Rajarhat, Kolkata",rajarhat,3,6700000,35000,1221.0,Unfurnished,rent,exact_match,5487.31,28.67
"Eastern Metropolitan Bypass, Kolkata",em bypass,3,9653067,20000,900.0,Unfurnished,rent,address_bedroom,10725.63,22.22
"3 BHK Villa for Rent in Srijan Botanica, Eastern Metropolitan Bypass Kolkata",em bypass,3,21000000,60000,1784.0,Unfurnished,rent,exact_match,11771.3,33.63
"Uniworld City, Uniworld City, Action Area 3, Kolkata",action area 3,3,16176471,45000,2200.0,Semi-Furnished,rent,address_bedroom,7352.94,20.45
"Action Area 1, Kolkata",action area 1,4,14676316,45000,1650.0,Unfurnished,rent,address_bedroom,8894.74,27.27
"International Airport, Dum Dum, Jessore Road, Kolkata",international airport,3,3900000,15000,1150.0,Semi-Furnished,rent,exact_match,3391.3,13.04
"Action Area 1, Kolkata",action area 1,2,15000000,32000,800.0,Furnished,rent,exact_match,18750.0,40.0
"PS Arham, PS Arham, Action Area 1, Kolkata",action area 1,2,15000000,23000,825.0,Semi-Furnished,rent,exact_match,18181.82,27.88
"Greenfield City, Greenfield City, Shibrampur, Shibrampur Mauza, Kolkata",shibrampur,3,5600000,18000,1100.0,Semi-Furnished,rent,exact_match,5090.91,16.36
"Ashirbad Apartments Biman Nagar, Ashirbad Apartments Biman Nagar, Biman Nagar, Kaikhali, Kolkata",biman nagar,2,3173333,17000,595.0,Furnished,rent,bedroom_only,5333.33,28.57
"Uniworld City, Uniworld City, Action Area 3, Kolkata",action area 3,2,5536140,27000,780.0,Semi-Furnished,rent,address_bedroom,7097.62,34.62
"Shapoorji Pallonji Housing Complex, Shapoorji Pallonji Housing Complex, Action Area 3, Kolkata",action area 3,2,3406855,20000,480.0,Furnished,rent,address_bedroom,7097.61,41.67
"PS Rain Tree, PS Rain Tree, Kankurgachi, Kolkata",kankurgachi,4,23000000,60000,2224.0,Unfurnished,rent,exact_match,10341.73,26.98
"Rajarhat, Kolkata",rajarhat,3,10000000,21000,950.0,Unfurnished,rent,exact_match,10526.32,22.11
"Premier Joy 98, Premier Joy 98, Barrackpore Trunk Road, Kolkata",barrackpore trunk road,3,11301429,36000,1350.0,Semi-Furnished,rent,address_bedroom,8371.43,26.67
"Ballygunge, Kolkata",ballygunge,4,13500000,150000,2200.0,Unfurnished,rent,exact_match,6136.36,68.18
"Elgin Road, Kolkata",elgin road,4,36012500,330000,3350.0,Furnished,rent,bedroom_only,10750.0,98.51
"Kasba, Kolkata",kasba,2,6614035,27000,1000.0,Unfurnished,rent,address_bedroom,6614.04,27.0
"Dum Dum, Kolkata",dum dum,2,2750000,7500,480.0,Unfurnished,rent,exact_match,5729.17,15.62
"Shapoorji Pallonji Housing Complex, Shapoorji Pallonji Housing Complex, Action Area 3, Kolkata",action area 3,3,5200000,18000,901.0,Unfurnished,rent,exact_match,5771.37,19.98
"Shakti Apartments, Shakti Apartments, Block L New Alipore, Kolkata",block l new alipore,1,1894737,9000,400.0,Unfurnished,rent,bedroom_only,4736.84,22.5
"Tollygunge, Kolkata",tollygunge,2,2900000,25000,700.0,Furnished,rent,exact_match,4142.86,35.71
"City High, City High, Prince Anwar Shah Road, Kolkata",prince anwar shah road,2,12600000,25000,900.0,Semi-Furnished,rent,address_only,14000.0,27.78
"Meharia Windsor Heights, Meharia Windsor Heights, Eastern Metropolitan Bypass, Kolkata",em bypass,3,33000000,36000,1490.0,Semi-Furnished,rent,exact_match,22147.65,24.16
"Chinar Park, Rajarhat, Kolkata",chinar park,2,4300000,20000,750.0,Furnished,rent,exact_match,5733.33,26.67
"Ideal Aquaview, Ideal Aquaview, Nayapatty, Kolkata",nayapatty,4,14405000,55000,1340.0,Semi-Furnished,rent,bedroom_only,10750.0,41.04
"Motilal Gupta Road, Kolkata",motilal gupta road,2,4025424,15000,950.0,Unfurnished,rent,address_only,4237.29,15.79
"DTC Southern Heights, DTC Southern Heights, Joka, Kolkata",joka,3,8000000,24000,1169.0,Unfurnished,rent,exact_match,6843.46,20.53
2 BHK House for Rent in Sector 1 Salt Lake City Kolkata,sector 1 salt lake city,2,13320000,22000,900.0,Unfurnished,rent,address_only,14800.0,24.44
"New Town, Kolkata",new town,3,17500000,28000,1000.0,Furnished,rent,exact_match,17500.0,28.0
"Ekta Floral, Ekta Floral, Park Circus, Ballygunge, Kolkata",park circus,3,13500000,55000,1500.0,Furnished,rent,exact_match,9000.0,36.67
"Tollygunge Karunamoyee, Kolkata",tollygunge karunamoyee,2,3000000,17000,700.0,Semi-Furnished,rent,exact_match,4285.71,24.29
"Shapoorji Pallonji Joyville Howrah, Shapoorji Pallonji Joyville Howrah, Howrah, Kolkata",howrah,3,14500000,21000,1291.0,Unfurnished,rent,exact_match,11231.6,16.27
"Ideal Enclave, Ideal Enclave, Rajarhat, Kolkata",rajarhat,3,6700000,26000,1260.0,Semi-Furnished,rent,exact_match,5317.46,20.63
"Bhowanipore, Kolkata",bhawanipur,3,19946809,45000,1250.0,Semi-Furnished,rent,address_bedroom,15957.45,36.0
"New Alipore, Kolkata",new alipore,3,23900000,90000,1500.0,Furnished,rent,exact_match,15933.33,60.0
Kolkata,sukanya apartment,3,6225681,15000,850.0,Semi-Furnished,rent,bedroom_only,7324.33,17.65
"Action Area 1, Kolkata",action area 1,3,10500000,25000,1450.0,Unfurnished,rent,exact_match,7241.38,17.24
"WB Avidipta, WB Avidipta, Eastern Metropolitan Bypass, Kolkata",em bypass,3,33000000,50000,1600.0,Unfurnished,rent,exact_match,20625.0,31.25
"TATA 88 East, TATA 88 East, Alipore, Kolkata",alipore,4,23319619,200000,1958.0,Semi-Furnished,rent,address_bedroom,11909.92,102.15
"Magnolia Skyview, Magnolia Skyview, Rajarhat, Kolkata",rajarhat,3,10000000,16000,1186.0,Unfurnished,rent,exact_match,8431.7,13.49
"Shapoorji Pallonji Joyville Howrah, Shapoorji Pallonji Joyville Howrah, Howrah, Kolkata",howrah,2,4500000,18000,915.0,Unfurnished,rent,exact_match,4918.03,19.67
"Baguiati, Kolkata",baguiati,3,7253846,20000,1025.0,Semi-Furnished,rent,address_bedroom,7076.92,19.51
"Action Area 1, Kolkata",action area 1,3,10500000,23000,1450.0,Unfurnished,rent,exact_match,7241.38,15.86
"Salt Lake City, Kolkata",salt lake city,2,2250000,16000,900.0,Unfurnished,rent,exact_match,2500.0,17.78
"Display Vinimay Urban Greens, Display Vinimay Urban Greens, Rajarhat Main Road, Kolkata",rajarhat main road,2,6400000,25000,800.0,Unfurnished,rent,exact_match,8000.0,31.25
"Phool Bagan Kankurgachi, Kolkata",phool bagan,2,12950000,40000,1480.0,Furnished,rent,address_bedroom,8750.0,27.03
"Netaji Subhash Chandra Bose Road, Kolkata",netaji subhash chandra bose road,3,4764706,26000,810.0,Semi-Furnished,rent,address_only,5882.35,32.1
"Girish Park, Vivekananda Road, Kolkata",girish park,1,1657895,13000,350.0,Unfurnished,rent,bedroom_only,4736.84,37.14
"Tollygunge, Kolkata",tollygunge,2,2900000,10500,705.0,Semi-Furnished,rent,exact_match,4113.48,14.89
"Salt Lake City, Kolkata",salt lake city,2,2250000,18000,800.0,Unfurnished,rent,exact_match,2812.5,22.5
"Greenfield Ambition, Greenfield Ambition, New Town, Kolkata",new town,3,14000000,20000,1800.0,Unfurnished,rent,exact_match,7777.78,11.11
"New Town, Kolkata",new town,4,15757576,26000,1200.0,Unfurnished,rent,address_bedroom,13131.31,21.67
"PS Anassa, PS Anassa, Eastern Metropolitan Bypass, Kolkata",em bypass,4,24000000,250000,3000.0,Unfurnished,rent,exact_match,8000.0,83.33
"SGM Sugam Habitat, SGM Sugam Habitat, Eastern Metropolitan Bypass, Kolkata",em bypass,4,21500000,70000,1500.0,Unfurnished,rent,exact_match,14333.33,46.67
"Rishi Pranaya, Rishi Pranaya, Rajarhat, Kolkata",rajarhat,3,3940000,26000,767.0,Semi-Furnished,rent,exact_match,5136.9,33.9
"Ambuja Ecospace Residencia, Ambuja Ecospace Residencia, New Town, Kolkata",new town,3,10100000,50000,1476.0,Semi-Furnished,rent,exact_match,6842.82,33.88
"Jayanti, Kolkata",jayanti,4,26875000,110000,2500.0,Furnished,rent,bedroom_only,10750.0,44.0
"Priya Twin, Priya Twin, Thakurpukur, Kolkata",thakurpukur,2,3000000,15000,680.0,Semi-Furnished,rent,exact_match,4411.76,22.06
"Eastern Green, Eastern Green, New Town, Kolkata",new town,3,10100000,35000,1244.0,Unfurnished,rent,exact_match,8118.97,28.14
"Chandannagar, Hooghly-Chinsurah, Kolkata",chandannagar,3,5162281,16000,1100.0,Unfurnished,rent,address_only,4692.98,14.55
"Sector 3 Salt Lake City, Kolkata",sector 3 salt lake city,2,7291667,30000,700.0,Furnished,rent,address_only,10416.67,42.86
"Ideal Aquaview, Ideal Aquaview, Sector 5 Salt Lake City, Kolkata",sector 5 salt lake city,4,16384021,65000,1304.0,Semi-Furnished,rent,address_only,12564.43,49.85
3 BHK House for Rent in Salt Lake City Kolkata,salt lake city,3,19607235,65000,1600.0,Semi-Furnished,rent,address_only,12254.52,40.62
"Action Area 3, Kolkata",action area 3,3,14000000,25000,1450.0,Unfurnished,rent,exact_match,9655.17,17.24
"Upohar The Condoville, Upohar The Condoville, Eastern Metropolitan Bypass, Kolkata",em bypass,3,21000000,50000,1739.0,Semi-Furnished,rent,exact_match,12075.91,28.75
"Prasad Rare Earth, Prasad Rare Earth, Narkeldanga, Kolkata",narkeldanga,4,19499346,80000,1982.0,Semi-Furnished,rent,address_only,9838.22,40.36
"Parvati Residency, Parvati Residency, Kankurgachi, Kolkata",kankurgachi,4,16546763,85000,1600.0,Semi-Furnished,rent,address_bedroom,10341.73,53.12
1 BHK House for Rent in Howrah AC Market Kolkata,howrah ac market,1,852632,5500,180.0,Unfurnished,rent,bedroom_only,4736.84,30.56
"Eden Tolly Signature Plus, Eden Tolly Signature Plus, Tollygunge, Kolkata",tollygunge,3,17000000,22000,960.0,Unfurnished,rent,exact_match,17708.33,22.92
2 BHK House for Rent in Netaji Nagar Kolkata,netaji nagar,2,2520000,15000,500.0,Unfurnished,rent,exact_match,5040.0,30.0
"Amrita Vihar Complex, Amrita Vihar Complex, Kamalgazi, Narendrapur, Kolkata",kamalgazi,2,2742049,12000,600.0,Unfurnished,rent,address_bedroom,4570.08,20.0
"Shapoorji Paloonji Sukhobristi, Shapoorji Paloonji Sukhobristi, Action Area 3, Kolkata",action area 3,1,3676471,12000,500.0,Unfurnished,rent,address_only,7352.94,24.0
"Amarabati, Kolkata",amarabati,2,4266667,8500,800.0,Unfurnished,rent,bedroom_only,5333.33,10.62
"16 Aana, 16 Aana, Rajarhat, Kolkata",rajarhat,2,3200000,15000,855.0,Furnished,rent,exact_match,3742.69,17.54
"Kamalgachhi More, Garia, Kolkata",kamalgachhi more,2,3010000,10000,602.0,Semi-Furnished,rent,address_only,5000.0,16.61
"Kestopur, Kolkata",kestopur,1,2594800,8500,499.0,Semi-Furnished,rent,address_only,5200.0,17.03
"Anandapur, Kolkata",anandapur,2,7712944,11000,500.0,Semi-Furnished,rent,address_only,15425.89,22.0
"Vedic Village, Vedic Village, Rajarhat, Kolkata",rajarhat,2,5200000,12000,640.0,Unfurnished,rent,exact_match,8125.0,18.75
"Airport 2 Number Gate, Kolkata",airport 2 number gate,1,2441026,15000,425.0,Furnished,rent,address_only,5743.59,35.29
3 BHK House for Rent in Kankurgachi Kolkata,kankurgachi,3,6000000,20000,900.0,Semi-Furnished,rent,exact_match,6666.67,22.22
"Camelia Metro Garden, Camelia Metro Garden, Dum Dum, Kolkata",dum dum,2,5000000,13000,970.0,Semi-Furnished,rent,exact_match,5154.64,13.4
"Bhowanipore, Kolkata",bhawanipur,3,15000000,30000,900.0,Unfurnished,rent,exact_match,16666.67,33.33
"> Action Area 1, Kolkata",action area 1,10,82099932,350000,8500.0,Furnished,rent,address_only,9658.82,41.18
"Eden Solaris City Serampore, Eden Solaris City Serampore, Serampore, Kolkata",serampore,2,4500000,12000,710.0,Unfurnished,rent,exact_match,6338.03,16.9
"Action Area 1, Kolkata",action area 1,3,10500000,25000,1500.0,Semi-Furnished,rent,exact_match,7000.0,16.67
"Sarat Bose Road, Kolkata",sarat bose road,2,3466667,30000,650.0,Unfurnished,rent,bedroom_only,5333.33,46.15
"Tollygunge, Kolkata",tollygunge,1,3142857,8500,550.0,Semi-Furnished,rent,address_bedroom,5714.29,15.45
"Citadel Silver Space, Citadel Silver Space, Doharia Srijoni Housing, Kolkata",doharia,2,5226667,12000,980.0,Unfurnished,rent,bedroom_only,5333.33,12.24
"Vip Road, Kolkata",vip road,3,9397116,20000,1283.0,Furnished,rent,bedroom_only,7324.33,15.59
"Srijan Heritage Heights, Srijan Heritage Heights, Rash Behari Avenue, Kolkata",rash behari avenue,3,15268000,67000,1388.0,Furnished,rent,address_bedroom,11000.0,48.27
2 BHK House for Rent in Survey Park Kolkata,survey park,2,5264381,20000,700.0,Furnished,rent,address_bedroom,7520.54,28.57
"3 BHK House for Rent in Ballygunge Place, Ballygunge Kolkata",ballygunge place,3,24869565,75000,2000.0,Semi-Furnished,rent,address_only,12434.78,37.5
"Merlin Grove, Merlin Grove, Sukanta Pally Paschim Putiary, Kolkata",sukanta pally,3,8789197,25000,1200.0,Furnished,rent,bedroom_only,7324.33,20.83
"Larica Township, Larica Township, Barasat, Kolkata",barasat,1,1583242,5000,403.0,Unfurnished,rent,address_only,3928.64,12.41
"Siddha Waterfront, Siddha Waterfront, Khardaha, Kolkata",khardah,3,5864904,16000,1180.0,Semi-Furnished,rent,address_bedroom,4970.26,13.56
"Ballygunge, Kolkata",ballygunge,2,9855769,15000,820.0,Unfurnished,rent,address_bedroom,12019.23,18.29
1 BHK House for Rent in Dharmatala Pachuria Kolkata,dharmatala pachuria,1,1184211,8000,250.0,Semi-Furnished,rent,bedroom_only,4736.84,32.0
"Purba Putiary, Kolkata",purba putiary,2,3840000,9000,720.0,Unfurnished,rent,bedroom_only,5333.33,12.5
2 BHK House for Rent in Netaji Nagar Kolkata,netaji nagar,2,2520000,9500,610.0,Unfurnished,rent,exact_match,4131.15,15.57
"Genexx Valley, Genexx Valley, Joka, Kolkata",joka,2,5700000,14500,875.0,Unfurnished,rent,exact_match,6514.29,16.57
"Shrachi Greenwood Nest, Shrachi Greenwood Nest, New Town, Kolkata",new town,1,3080000,11000,560.0,Furnished,rent,address_bedroom,5500.0,19.64
"2 BHK House for Rent in Sakher Bazar, Purba Barisha Kolkata",sakher bazar,2,1584000,6500,297.0,Semi-Furnished,rent,bedroom_only,5333.33,21.89
"Dum Dum Cantonment, Kolkata",dum dum cantonment,2,4700000,8500,655.0,Unfurnished,rent,exact_match,7175.57,12.98
2 BHK House for Rent in Sodepur Kolkata,sodepur,2,1600000,9000,550.0,Unfurnished,rent,exact_match,2909.09,16.36
"SP Eco Prahari Village, SP Eco Prahari Village, New Town, Kolkata",new town,2,6100000,18000,850.0,Semi-Furnished,rent,exact_match,7176.47,21.18
"Bansdroni, Kolkata",bansdroni,2,2600000,25000,600.0,Furnished,rent,exact_match,4333.33,41.67
"Metropolitan Co Operative Housing Society Limited, Kolkata",metropolitan,2,5755396,21000,750.0,Semi-Furnished,rent,address_only,7673.86,28.0
"Happy Nook Housing Society, Happy Nook Housing Society, Eastern Metropolitan Bypass, Kolkata",em bypass,3,8500000,25000,1000.0,Semi-Furnished,rent,exact_match,8500.0,25.0
"Prasad Rare Earth, Prasad Rare Earth, Narkeldanga, Kolkata",narkeldanga,4,26277877,79000,2671.0,Semi-Furnished,rent,address_only,9838.22,29.58
"Sodepur, Kolkata",sodepur,2,2490000,8500,800.0,Unfurnished,rent,exact_match,3112.5,10.62
"Hatiara, Kolkata",hatiara,2,6800000,15000,932.0,Unfurnished,rent,exact_match,7296.14,16.09
"Selimpur Road, Kolkata",selimpur road,1,1752632,10000,370.0,Semi-Furnished,rent,bedroom_only,4736.84,27.03
"Behala, Kolkata",behala,3,6000000,27000,1200.0,Unfurnished,rent,exact_match,5000.0,22.5
2 BHK House for Rent in Garifa Kolkata,garifa,2,5333333,10000,1000.0,Semi-Furnished,rent,bedroom_only,5333.33,10.0
