Name,City,Address,Bedrooms,Price,Rent,Area,Per_Sqft_Price,Furnishing
"2 BHK Apartment for Sale in Orbit City, Jadavpur Kolkata",Kolkata,"Jadavpur, Kolkata",2,86 Lac,N/A,1133,7590,Semi-Furnished
"3 BHK Apartment for Sale in Vinayak, Action Area 1 Kolkata",Kolkata,"Action Area 1, Kolkata",3,1.90 Cr,N/A,1322,14372,Unfurnished
"2 BHK Apartment for Sale in Unitech Uniworld City Garden, Action Area 3 Kolkata",Kolkata,"Action Area 3, Kolkata",2,1.08 Cr,N/A,1464,7377,Semi-Furnished
3 BHK Apartment for Sale in Tollygunge Kolkata,Kolkata,"Tollygunge, Kolkata",3,1.17 Cr,N/A,1553,7551,Unfurnished
"3 BHK Apartment for Sale in DLF New Town Heights, Rajarhat Kolkata",Kolkata,"Rajarhat, Kolkata",3,1.55 Cr,N/A,1477,10494,Unfurnished
3 BHK Apartment for Sale in Andul Kolkata,Kolkata,"Andul, Kolkata",3,42.4 Lac,N/A,968,4375,Unfurnished
"3 BHK Apartment for Sale in Naktala, Garia Kolkata",Kolkata,"Naktala, Kolkata",3,81 Lac,N/A,1300,6231,Unfurnished
3 BHK Apartment for Sale in Ananda Pally Jadavpur Kolkata,Kolkata,"Ananda Pally, Kolkata",3,93.4 Lac,N/A,1415,6600,Unfurnished
"3 BHK Apartment for Sale in Ambuja Utalika The Condoville, Mukundapur Kolkata",Kolkata,"Mukundapur, Kolkata",3,3.10 Cr,N/A,2152,14405,Unfurnished
"4 BHK Apartment for Sale in Urbana NRI Complex, East Kolkata Township Kolkata",Kolkata,"East Kolkata Township, Kolkata",4,6.60 Cr,N/A,2266,29126,Unfurnished
2 BHK Apartment for Sale in Garia Main Road Kolkata,Kolkata,"Garia Main Road, Kolkata",2,40 Lac,N/A,606,6601,Semi-Furnished
"3 BHK Apartment for Sale in Rosedale Garden, New Town Kolkata",Kolkata,"New Town, Kolkata",3,2.40 Cr,N/A,2231,10758,Semi-Furnished
"2 BHK Apartment for Sale in Madurdaha, Hussainpur Kolkata",Kolkata,"Madurdaha, Kolkata",2,53 Lac,N/A,1140,4649,Unfurnished
3 BHK Apartment for Sale in Kalachand Para Kolkata,Kolkata,"Kalachand Para, Kolkata",3,58 Lac,N/A,850,6824,Unfurnished
3 BHK Apartment for Sale in Anandapur Kolkata,Kolkata,"Anandapur, Kolkata",3,95.9 Lac,N/A,827,11596,Unfurnished
"3 BHK Apartment for Sale in Ambey Gateway, Rajarhat Kolkata",Kolkata,N/A,3,1.90 Cr,N/A,1000,N/A,Unfurnished
"2 BHK Apartment for Sale in Ambuja Ecospace Residencia, New Town Kolkata",Kolkata,"New Town, Kolkata",2,1.15 Cr,N/A,696,16523,Unfurnished
"2 BHK Apartment for Sale in Ambey Gateway, Rajarhat Kolkata",Kolkata,"Rajarhat, Kolkata",2,1.40 Cr,N/A,1217,11504,Unfurnished
"1 BHK Apartment for Sale in Eden Meghbalika, Baruipur Kolkata",Kolkata,"Baruipur, Kolkata",1,22 Lac,N/A,411,5352,Unfurnished
"2 BHK Apartment for Sale in Sweet Hut Suvechcha Apartment, Rajarhat Kolkata",Kolkata,"Rajarhat, Kolkata",2,70.6 Lac,N/A,882,8007,Unfurnished
"3 BHK Apartment for Sale in Urban Home Vatika, Kaikhali Kolkata",Kolkata,"Kaikhali, Kolkata",3,60.1 Lac,N/A,1279,4700,Unfurnished
"3 BHK Apartment for Sale in Southern Woods, Mahamaya Tala, Garia Kolkata",Kolkata,"Mahamaya Tala, Kolkata",3,90 Lac,N/A,763,11796,Unfurnished
"3 BHK Apartment for Sale in Vinayak Vista, Lake Town Kolkata",Kolkata,"Lake Town, Kolkata",3,1.45 Cr,N/A,925,15676,Unfurnished
2 BHK Apartment for Sale in Unique Park Behala Kolkata,Kolkata,"Unique Park Behala, Kolkata",2,27 Lac,N/A,900,3000,Semi-Furnished
"3 BHK Apartment for Sale in Madurdaha, Hussainpur Kolkata",Kolkata,"Madurdaha, Kolkata",3,72 Lac,N/A,1250,5760,Unfurnished
"2 BHK Apartment for Sale in Titagarh, Barrackpore Kolkata",Kolkata,"Titagarh, Kolkata",2,35 Lac,N/A,614,5700,Unfurnished
"3 BHK Apartment for Sale in Urban Tower, Madurdaha, Hussainpur Kolkata",Kolkata,"Madurdaha, Kolkata",3,82 Lac,N/A,1280,6406,Furnished
"3 BHK Apartment for Sale in Merlin Elements, New Alipore Kolkata",Kolkata,"New Alipore, Kolkata",3,2.20 Cr,N/A,1150,19130,Unfurnished
4 BHK Builder Floor for Sale in Jodhpur Park Kolkata,Kolkata,N/A,4,1.50 Cr,N/A,1240,N/A,Furnished
"2 BHK Apartment for Sale in Lake Town Block A, Lake Town Kolkata",Kolkata,"Lake Town, Kolkata",2,40 Lac,N/A,530,7547,Semi-Furnished
"2 BHK Apartment for Sale in Eden Exotica Block K, Nayabad Kolkata",Kolkata,"Nayabad, Kolkata",2,44 Lac,N/A,715,6154,Semi-Furnished
"3 BHK Apartment for Sale in Park Circus, Ballygunge Kolkata",Kolkata,"Park Circus, Kolkata",3,88 Lac,N/A,1185,7426,Semi-Furnished
"2 BHK Apartment for Sale in Siddha Waterfront, Khardaha Kolkata",Kolkata,"Khardah, Kolkata",2,42 Lac,N/A,656,6402,Semi-Furnished
3 BHK Apartment for Sale in Charu Chandra Avenue Kolkata,Kolkata,"Charu Chandra Avenue, Kolkata",3,85 Lac,N/A,720,11806,Semi-Furnished
"3 BHK Apartment for Sale in Magnolia Sports City, Barrackpore Kolkata",Kolkata,"Barrackpore, Kolkata",3,55 Lac,N/A,668,8234,Unfurnished
"4 BHK Villa for Sale in Baishnabghata Patuli Township, Patuli Kolkata",Kolkata,"Baishnabghata Patuli Township, Kolkata",4,3 Cr,N/A,2120,14151,Semi-Furnished
3 BHK House for Sale in Santoshpur Kolkata,Kolkata,"Santoshpur, Kolkata",3,45 Lac,N/A,1190,3782,Unfurnished
2 BHK Apartment for Sale in Garfa Kolkata,Kolkata,"Garfa, Kolkata",2,35 Lac,N/A,723,4841,Semi-Furnished
"3 BHK Apartment for Sale in Eden Elegante, Eastern Metropolitan Bypass Kolkata",Kolkata,"EM Bypass, Kolkata",3,85 Lac,N/A,1150,7391,Furnished
8 BHK House for Sale in Garia Kolkata,Kolkata,"Garia, Kolkata",8,2 Cr,N/A,2635,7590,Semi-Furnished
2 BHK Apartment for Sale in Birati Kolkata,Kolkata,"Birati, Kolkata",2,30 Lac,N/A,550,5455,Semi-Furnished
"2 BHK Apartment for Sale in Naktala, Garia Kolkata",Kolkata,"Naktala, Kolkata",2,16.5 Lac,N/A,400,4125,Unfurnished
"3 BHK Apartment for Sale in Pacific Rajeshwari Apartment, Boral Kolkata",Kolkata,"Boral, Kolkata",3,35 Lac,N/A,884,3959,Semi-Furnished
2 BHK Apartment for Sale in Rajarhat Kolkata,Kolkata,"Rajarhat, Kolkata",2,23 Lac,N/A,548,4197,Unfurnished
3 BHK Builder Floor for Sale in East Mall Road Kolkata,Kolkata,"East Mall Road, Kolkata",3,72 Lac,N/A,1050,6857,Furnished
"3 BHK House for Sale in Chak Thakurani, Thakurpukur Kolkata",Kolkata,"Chak Thakurani, Kolkata",3,27 Lac,N/A,641,4212,Unfurnished
3 BHK Apartment for Sale in Dum Dum Cantonment Kolkata,Kolkata,"Dum Dum Cantonment, Kolkata",3,33 Lac,N/A,650,5077,Unfurnished
2 BHK Builder Floor for Sale in East Kolkata Township Kolkata,Kolkata,"East Kolkata Township, Kolkata",2,47 Lac,N/A,680,6912,Unfurnished
2 BHK Apartment for Sale in Motilal Colony Kolkata,Kolkata,"Motilal Colony, Kolkata",2,40 Lac,N/A,800,5000,Unfurnished
2 BHK Apartment for Sale in Chetla Kolkata,Kolkata,"Chetla, Kolkata",2,69 Lac,N/A,850,8118,Unfurnished
"3 BHK Apartment for Sale in Antaranga 3, Haltu Kolkata",Kolkata,"Haltu, Kolkata",3,78 Lac,N/A,960,8125,Furnished
"2 BHK Apartment for Sale in Gitanjali Abasan, Dum Dum Kolkata",Kolkata,"Dum Dum, Kolkata",2,35 Lac,N/A,850,4118,Semi-Furnished
"3 BHK Apartment for Sale in Rajwada Estate Phase II, Mahamaya Tala, Garia Kolkata",Kolkata,"Mahamaya Tala, Kolkata",3,98 Lac,N/A,1200,8167,Unfurnished
"3 BHK Apartment for Sale in Srijan Heritage Enclave Phase 1, Rajarhat Kolkata",Kolkata,"Rajarhat, Kolkata",3,85 Lac,N/A,1006,8449,Semi-Furnished
3 BHK Apartment for Sale in New Town Kolkata,Kolkata,"New Town, Kolkata",3,1.98 Cr,N/A,1539,12865,Furnished
"1 BHK Apartment for Sale in Sree Krishna Apartment, Garia Kolkata",Kolkata,"Garia, Kolkata",1,17 Lac,N/A,500,3400,Semi-Furnished
"3 BHK Apartment for Sale in Jain Dream Excellency, Rajarhat Kolkata",Kolkata,"Rajarhat, Kolkata",3,72 Lac,N/A,1100,6545,Unfurnished
2 BHK Apartment for Sale in Sukant Nagar Sector 4 Salt Lake Kolkata,Kolkata,"Sukant Nagar, Kolkata",2,20 Lac,N/A,450,4444,Unfurnished
"3 BHK Builder Floor for Sale in Madurdaha, Hussainpur Kolkata",Kolkata,"Madurdaha, Kolkata",3,75 Lac,N/A,950,7895,Semi-Furnished
3 BHK Apartment for Sale in Jadavpur Kolkata,Kolkata,"Jadavpur, Kolkata",3,55 Lac,N/A,1083,5078,Semi-Furnished
"2 BHK Apartment for Sale in Sandhu Ekam Amar Sansaar, Bosepukur, Kasba Kolkata",Kolkata,N/A,2,97 Lac,N/A,873,N/A,Furnished
2 BHK Apartment for Sale in Garfa Main Road Kolkata,Kolkata,N/A,2,32 Lac,N/A,700,N/A,Unfurnished
4 BHK House for Sale in Regent Park Kolkata,Kolkata,"Regent Park, Kolkata",4,2.25 Cr,N/A,1800,12500,Unfurnished
3 BHK Apartment for Sale in Bikash Guha Colony Kolkata,Kolkata,"Bikash Guha Colony, Kolkata",3,62 Lac,N/A,982,6314,Unfurnished
"3 BHK Apartment for Sale in Srijan Eternia, Madhyamgram Kolkata",Kolkata,"Madhyamgram, Kolkata",3,62 Lac,N/A,959,6465,Furnished
3 BHK Apartment for Sale in Kankurgachi Kolkata,Kolkata,"Kankurgachi, Kolkata",3,60 Lac,N/A,937,6403,Furnished
"4 BHK Apartment for Sale in PS Project Jubilee Park, Tollygunge Kolkata",Kolkata,"Tollygunge, Kolkata",4,2.15 Cr,N/A,2000,10750,Semi-Furnished
"3 BHK Apartment for Sale in Shrachi Greenwood Nest, Action Area 1 Kolkata",Kolkata,"Action Area 1, Kolkata",3,1.40 Cr,N/A,1006,13917,Semi-Furnished
"5 BHK House for Sale in Panchasayar, Garia Kolkata",Kolkata,"Panchasayar, Kolkata",5,2.50 Cr,N/A,2000,12500,Furnished
1 BHK Apartment for Sale in Paschim Putiary Kolkata,Kolkata,"Paschim Putiary, Kolkata",1,12.5 Lac,N/A,400,3125,Unfurnished
2 BHK Apartment for Sale in Garia Main Road Kolkata,Kolkata,"Garia Main Road, Kolkata",2,30 Lac,N/A,750,4000,Semi-Furnished
2 BHK Apartment for Sale in Khardaha Kolkata,Kolkata,"Khardah, Kolkata",2,35 Lac,N/A,800,4375,Furnished
"5 BHK Apartment for Sale in Metropolitan Cooperative Housing Society, Metropolitan Co Operative Housing Society Limited Kolkata",Kolkata,"Metropolitan, Kolkata",5,1.60 Cr,N/A,2085,7674,Unfurnished
"4 BHK Apartment for Sale in Kotrung, Uttarpara Kotrung Kolkata",Kolkata,"Kotrung, Kolkata",4,40 Lac,N/A,1694,2361,Semi-Furnished
"3 BHK Apartment for Sale in Calcutta Greens, Eastern Metropolitan Bypass Kolkata",Kolkata,"EM Bypass, Kolkata",3,78 Lac,N/A,1050,8666,Unfurnished
"2 BHK Apartment for Sale in Siddha Happyville, Rajarhat Kolkata",Kolkata,"Rajarhat, Kolkata",2,85 Lac,N/A,945,8995,Furnished
"2 BHK Apartment for Sale in Riddhi Siddhi Garden , Joka Kolkata",Kolkata,"Joka, Kolkata",2,55 Lac,N/A,800,6875,Semi-Furnished
"2 BHK Apartment for Sale in Moon Beam Apartment, New Town Kolkata",Kolkata,"New Town, Kolkata",2,49.5 Lac,N/A,693,7143,Furnished
"3 BHK Apartment for Sale in Mrinalini Residency, Belgachia Kolkata",Kolkata,"Belgachia, Kolkata",3,45 Lac,N/A,930,4839,Unfurnished
2 BHK Apartment for Sale in Tollygunge Kolkata,Kolkata,"Tollygunge, Kolkata",2,50 Lac,N/A,1050,4762,Semi-Furnished
2 BHK Apartment for Sale in Hastings Kolkata,Kolkata,"Hastings, Kolkata",2,1.65 Cr,N/A,1450,11379,Furnished
"3 BHK Apartment for Sale in Eden City Maheshtala, Maheshtala Kolkata",Kolkata,"Maheshtala, Kolkata",3,44 Lac,N/A,1337,3290,Semi-Furnished
4 BHK House for Sale in Ballygunge Kolkata,Kolkata,"Ballygunge, Kolkata",4,1.35 Cr,N/A,2000,6750,Semi-Furnished
"10 BHK House for Sale in Park Circus, Ballygunge Kolkata",Kolkata,"Park Circus, Kolkata",10,6.85 Cr,N/A,7000,9785,Furnished
"3 BHK Apartment for Sale in Shanti Apartment, North Dumdum Kolkata",Kolkata,"North Dum Dum, Kolkata",3,55 Lac,N/A,1017,5408,Furnished
2 BHK Apartment for Sale in Behala Kolkata,Kolkata,"Behala, Kolkata",2,24 Lac,N/A,915,2623,Furnished
"2 BHK Apartment for Sale in Sapphire Garden, Rajarhat Kolkata",Kolkata,"Rajarhat, Kolkata",2,32 Lac,N/A,888,3604,Unfurnished
2 BHK Apartment for Sale in Bansdroni Kolkata,Kolkata,"Bansdroni, Kolkata",2,26 Lac,N/A,588,4422,Unfurnished
"4 BHK Apartment for Sale in Greenwood Park, Action Area 1 Kolkata",Kolkata,"Action Area 1, Kolkata",4,1.69 Cr,N/A,1900,8895,Semi-Furnished
"3 BHK Apartment for Sale in Vedic Smart Homes, Rajarhat Kolkata",Kolkata,"Rajarhat, Kolkata",3,50 Lac,N/A,1300,3846,Unfurnished
"2 BHK Apartment for Sale in Realtech HIJIBIJI, Rajarhat Kolkata",Kolkata,"Rajarhat, Kolkata",2,58 Lac,N/A,638,9091,Unfurnished
3 BHK Apartment for Sale in Harinavi Kolkata,Kolkata,"Harinavi, Kolkata",3,42 Lac,N/A,820,5122,Semi-Furnished
"2 BHK Apartment for Sale in Kamallata Apartment, Tollygunge Kolkata",Kolkata,"Tollygunge, Kolkata",2,40 Lac,N/A,950,4211,Furnished
3 BHK Apartment for Sale in Thakdari Kolkata,Kolkata,"Thakdari, Kolkata",3,70 Lac,N/A,798,8772,Unfurnished
"2 BHK Apartment for Sale in Bangur Avenue, Lake Town Kolkata",Kolkata,"Bangur Avenue, Kolkata",2,90 Lac,N/A,1091,8249,Semi-Furnished
1 BHK Apartment for Sale in Dum Dum Kolkata,Kolkata,"Dum Dum, Kolkata",1,24 Lac,N/A,438,5479,Semi-Furnished
2 BHK Apartment for Sale in Chinsurah Station Road Kolkata,Kolkata,"Chinsurah Station Road, Kolkata",2,27.5 Lac,N/A,754,3647,Semi-Furnished
"2 BHK Apartment for Sale in Delux Complex, Birati Kolkata",Kolkata,"Birati, Kolkata",2,25 Lac,N/A,700,3571,Semi-Furnished
2 BHK Apartment for Sale in Chetla Kolkata,Kolkata,"Chetla, Kolkata",2,57 Lac,N/A,732,7787,Furnished
"2 BHK Apartment for Sale in Golf Gardens, Tollygunge Kolkata",Kolkata,"Golf Gardens, Kolkata",2,35 Lac,N/A,750,4667,Unfurnished
"3 BHK Apartment for Sale in Godrej Seven, Joka Kolkata",Kolkata,"Joka, Kolkata",3,75 Lac,N/A,792,9470,Unfurnished
2 BHK Apartment for Sale in Bisharpara Kolkata,Kolkata,"Bisharpara, Kolkata",2,28 Lac,N/A,720,3887,Unfurnished
2 BHK Apartment for Sale in Bansdroni Kolkata,Kolkata,"Bansdroni, Kolkata",2,23.5 Lac,N/A,400,5875,Semi-Furnished
3 BHK Apartment for Sale in New Alipore Kolkata,Kolkata,"New Alipore, Kolkata",3,55 Lac,N/A,850,6471,Unfurnished
2 BHK Apartment for Sale in New Alipore Kolkata,Kolkata,"New Alipore, Kolkata",2,77 Lac,N/A,1053,7312,Semi-Furnished
"2 BHK Apartment for Sale in Magnolia Prestige, Rajarhat Kolkata",Kolkata,"Rajarhat, Kolkata",2,33 Lac,N/A,680,4853,Unfurnished
"3 BHK Apartment for Sale in Fortune City, Madhyamgram Kolkata",Kolkata,"Madhyamgram, Kolkata",3,39 Lac,N/A,1176,3316,Semi-Furnished
2 BHK Apartment for Sale in Kasba Kolkata,Kolkata,"Kasba, Kolkata",2,28 Lac,N/A,776,3608,Furnished
2 BHK Apartment for Sale in Howrah Kolkata,Kolkata,"Howrah, Kolkata",2,45 Lac,N/A,955,4712,Furnished
"3 BHK Apartment for Sale in Magnolia Sports City, Barrackpore Kolkata",Kolkata,"Barrackpore, Kolkata",3,51 Lac,N/A,1156,4412,Unfurnished
2 BHK Apartment for Sale in Prantika Garia Kolkata,Kolkata,"Prantik, Kolkata",2,30 Lac,N/A,550,5455,Semi-Furnished
2 BHK Apartment for Sale in Rajpur Kolkata,Kolkata,"Rajpur, Kolkata",2,45 Lac,N/A,885,5085,Semi-Furnished
3 BHK Apartment for Sale in Ghosh Para Kestopur Kolkata,Kolkata,"Ghosh Para, Kolkata",3,55 Lac,N/A,1100,5000,Semi-Furnished
"2 BHK Apartment for Sale in Bardhanpalli, Joka Kolkata",Kolkata,"Bardhanpalli, Kolkata",2,22.4 Lac,N/A,723,3098,Unfurnished
2 BHK Apartment for Sale in North Purbachal Kolkata,Kolkata,"Purbachal North, Kolkata",2,55 Lac,N/A,660,8333,Furnished
4 BHK Villa for Sale in Chinsurah Kolkata,Kolkata,"Hooghly-Chinsurah, Kolkata",4,84 Lac,N/A,2000,4200,Semi-Furnished
3 BHK Apartment for Sale in Kolkata,Kolkata,"Anisabad, Kolkata",3,55 Lac,N/A,1000,5500,Unfurnished
"3 BHK Apartment for Sale in Belani NPR Sanctuary, Tollygunge Kolkata",Kolkata,"Tollygunge, Kolkata",3,3.85 Cr,N/A,2150,17907,Unfurnished
1 BHK Apartment for Sale in Behala Kolkata,Kolkata,"Behala, Kolkata",1,14.5 Lac,N/A,288,5035,Semi-Furnished
"5 BHK Apartment for Sale in Lord Sinha Road, Kolkata,Lord Sinha Road, Kolkata Kolkata",Kolkata,"Lord Sinha Road, Kolkata,Lord Sinha Road, Kolkata, Kolkata",5,4.50 Cr,N/A,3000,15000,Semi-Furnished
"2 BHK Apartment for Sale in Avion, Rajarhat Kolkata",Kolkata,"Rajarhat, Kolkata",2,45 Lac,N/A,891,5051,Furnished
"3 BHK Apartment for Sale in Siddha Eden Lakeville, Bonhooghly Kolkata",Kolkata,"Bonhooghly, Kolkata",3,1.25 Cr,N/A,847,14758,Furnished
3 BHK Apartment for Sale in Dum Dum Park Kolkata,Kolkata,"Dum Dum Park, Kolkata",3,53 Lac,N/A,950,5579,Semi-Furnished
"2 BHK Apartment for Sale in Sonar Tori Apartment, Dum Dum Kolkata",Kolkata,"Dum Dum, Kolkata",2,60 Lac,N/A,1149,5222,Furnished
"2 BHK Apartment for Sale in Haridevpur, Paschim Putiary Kolkata",Kolkata,"Haridevpur, Kolkata",2,29 Lac,N/A,710,4085,Semi-Furnished
"2 BHK Apartment for Sale in Surya Tower, Behala Kolkata",Kolkata,"Behala, Kolkata",2,34 Lac,N/A,806,4218,Semi-Furnished
"3 BHK Apartment for Sale in SD Aqua View, Jessore Road Kolkata",Kolkata,"Jessore Road, Kolkata",3,42 Lac,N/A,1070,3925,Unfurnished
3 BHK Builder Floor for Sale in New Alipore Kolkata,Kolkata,"New Alipore, Kolkata",3,1 Cr,N/A,2800,3571,Semi-Furnished
6 BHK House for Sale in Gostatala New Scheme Road Kolkata,Kolkata,"Gostatala New Scheme Road, Kolkata",6,3.10 Cr,N/A,3100,10000,Semi-Furnished
2 BHK Apartment for Sale in Mukundapur Kolkata,Kolkata,"Mukundapur, Kolkata",2,68 Lac,N/A,1040,6538,Unfurnished
3 BHK Apartment for Sale in Alipore Kolkata,Kolkata,"Alipore, Kolkata",3,1.90 Cr,N/A,1276,14890,Semi-Furnished
2 BHK Apartment for Sale in Sonarpur Station Road Kolkata,Kolkata,"Sonarpur Station Road, Kolkata",2,58 Lac,N/A,684,8480,Unfurnished
"1 BHK Apartment for Sale in Eden Horizon, Fartabad, Garia Kolkata",Kolkata,"Fartabad, Kolkata",1,27 Lac,N/A,410,6585,Furnished
2 BHK Apartment for Sale in Bijoygarh Kolkata,Kolkata,"Bijoygarh, Kolkata",2,57 Lac,N/A,516,11047,Semi-Furnished
"3 BHK Apartment for Sale in Swastik Apartment, Haridevpur, Paschim Putiary Kolkata",Kolkata,"Haridevpur, Kolkata",3,45 Lac,N/A,1318,3414,Furnished
3 BHK Apartment for Sale in Naihati Kolkata,Kolkata,"Naihati, Kolkata",3,40 Lac,N/A,1000,4000,Unfurnished
3 BHK Apartment for Sale in Phool Bagan Kankurgachi Kolkata,Kolkata,"Phool Bagan, Kolkata",3,1.05 Cr,N/A,1050,10000,Furnished
3 BHK Villa for Sale in Vedic Village Kolkata,Kolkata,"Vedic Village, Kolkata",3,1.50 Cr,N/A,1912,7845,Furnished
2 BHK Apartment for Sale in Baruipur Road Kolkata,Kolkata,"Baruipur Road, Kolkata",2,19 Lac,N/A,454,4185,Semi-Furnished
2 BHK Apartment for Sale in Tangra Kolkata,Kolkata,"Tangra, Kolkata",2,31 Lac,N/A,550,5636,Semi-Furnished
"5 BHK Apartment for Sale in Hiland Riverfront, Maheshtala Kolkata",Kolkata,"Maheshtala, Kolkata",5,1.10 Cr,N/A,3172,3485,Unfurnished
3 BHK Builder Floor for Sale in Sector 1 Salt Lake City Kolkata,Kolkata,"Sector 1 Salt Lake City, Kolkata",3,1.45 Cr,N/A,1250,11600,Unfurnished
6 BHK House for Sale in Lake Town Kolkata,Kolkata,"Lake Town, Kolkata",6,1.20 Cr,N/A,900,13333,Semi-Furnished
4 BHK Apartment for Sale in Jodhpur Park Kolkata,Kolkata,"Jodhpur Park, Kolkata",4,2 Cr,N/A,1473,13578,Semi-Furnished
"3 BHK Apartment for Sale in Orchid Residency, Howrah Kolkata",Kolkata,"Howrah, Kolkata",3,1.07 Cr,N/A,1565,6837,Unfurnished
3 BHK Apartment for Sale in Lake Range Kolkata,Kolkata,"Lake Range, Kolkata",3,4 Cr,N/A,2375,16842,Furnished
6 BHK House for Sale in Konnagar Kolkata,Kolkata,"Konnagar, Kolkata",6,2.90 Cr,N/A,3200,9062,Furnished
4 BHK Builder Floor for Sale in Lake Gardens Kolkata,Kolkata,"Lake Gardens, Kolkata",4,1.60 Cr,N/A,1480,10811,Semi-Furnished
"4 BHK Apartment for Sale in Diamond Tower Apartment, Alipore Kolkata",Kolkata,"Alipore, Kolkata",4,2.75 Cr,N/A,2309,11910,Furnished
3 BHK Apartment for Sale in Kankurgachi Kolkata,Kolkata,"Kankurgachi, Kolkata",3,45 Lac,N/A,1300,3462,Semi-Furnished
"3 BHK Apartment for Sale in Dream Park, Kamalgazi, Narendrapur Kolkata",Kolkata,"Kamalgazi, Kolkata",3,42 Lac,N/A,1185,3544,Unfurnished
3 BHK Apartment for Sale in Action Area 2B Kolkata,Kolkata,"Action Area 2B, Kolkata",3,85 Lac,N/A,1188,7155,Furnished
"3 BHK House for Sale in Kolkata West International City, Howrah Kolkata",Kolkata,,3,55 Lac,N/A,1969,2793,Furnished
"2 BHK Apartment for Sale in Utsav Utsharga, Santoshpur Kolkata",Kolkata,"Santoshpur, Kolkata",2,36 Lac,N/A,532,6767,Unfurnished
2 BHK House for Sale in Rajpur Sonarpur Kolkata,Kolkata,"Rajpur Sonarpur, Kolkata",2,16 Lac,N/A,720,2222,Unfurnished
"3 BHK Apartment for Sale in Purbasha Apartment, Howrah Kolkata",Kolkata,"Howrah, Kolkata",3,1.45 Cr,N/A,1475,9831,Unfurnished
"3 BHK Apartment for Sale in Sureka Elita Garden Vista, New Town Kolkata",Kolkata,"New Town, Kolkata",3,1.55 Cr,N/A,1270,12205,Semi-Furnished
"2 BHK Apartment for Sale in Shantineerh Apartment, Joka Kolkata",Kolkata,"Joka, Kolkata",2,28 Lac,N/A,857,3267,Unfurnished
4 BHK Apartment for Sale in Birati Kolkata,Kolkata,"Birati, Kolkata",4,43 Lac,N/A,1126,3819,Unfurnished
4 BHK Apartment for Sale in Block A Lake Town Kolkata,Kolkata,"Lake Town Block A, Kolkata",4,79.5 Lac,N/A,1250,6360,Unfurnished
"3 BHK Apartment for Sale in Purbayan Abasan , East Kolkata Township Kolkata",Kolkata,"East Kolkata Township, Kolkata",3,1.30 Cr,N/A,1307,9946,Semi-Furnished
"2 BHK Apartment for Sale in Aspira Aashiyana, Narayanpur North 24 Parganas Kolkata",Kolkata,"Narayanpur North 24 Parganas, Kolkata",2,65 Lac,N/A,990,6566,Furnished
4 BHK House for Sale in Baguiati Kolkata,Kolkata,"Baguiati, Kolkata",4,1.50 Cr,N/A,1800,8333,Semi-Furnished
"2 BHK Apartment for Sale in Charulata, Nayabad Kolkata",Kolkata,"Nayabad, Kolkata",2,95 Lac,N/A,711,13361,Furnished
2 BHK Apartment for Sale in Dum Dum Cantonment Kolkata,Kolkata,"Dum Dum Cantonment, Kolkata",2,42 Lac,N/A,844,4976,Furnished
"3 BHK Apartment for Sale in Shapoorji Pallonji Joyville Howrah, Howrah Kolkata",Kolkata,"Howrah, Kolkata",3,75 Lac,N/A,1000,7500,Semi-Furnished
"2 BHK Apartment for Sale in Lake Mall, Lake Market, Kalighat Kolkata",Kolkata,"Lake Market, Kolkata",2,95 Lac,N/A,930,10215,Furnished
"2 BHK Apartment for Sale in Golpark, Gariahat Road Kolkata",Kolkata,"Golpark, Kolkata",2,70 Lac,N/A,900,7778,Semi-Furnished
"2 BHK Apartment for Sale in Magnolia Empire, Madhyamgram Kolkata",Kolkata,"Madhyamgram, Kolkata",2,40 Lac,N/A,848,4717,Unfurnished
"2 BHK Apartment for Sale in Hindustan Park, Gariahat Kolkata",Kolkata,"Hindustan Park, Kolkata",2,1.25 Cr,N/A,980,12755,Furnished
"3 BHK Apartment for Sale in Merlin Lakescape, Rajarhat Kolkata",Kolkata,"Rajarhat, Kolkata",3,1.10 Cr,N/A,800,13750,Unfurnished
"1 BHK Apartment for Sale in Independent house naktala, Naktala, Garia Kolkata",Kolkata,"Naktala, Kolkata",1,11 Lac,N/A,340,3235,Unfurnished
2 BHK Apartment for Sale in Bandhaghat Kolkata,Kolkata,"Bandhaghat, Howrah, Kolkata",2,32 Lac,N/A,769,4161,Semi-Furnished
"2 BHK Apartment for Sale in Fortune Township, Barasat Kolkata",Kolkata,"Barasat, Kolkata",2,40 Lac,N/A,1037,3857,Unfurnished
"3 BHK Apartment for Sale in Srijan Midlands, Jessore Road Kolkata",Kolkata,"Jessore Road, Kolkata",3,65 Lac,N/A,1148,5662,Semi-Furnished
"2 BHK Apartment for Sale in Usha Park, Bansdroni Kolkata",Kolkata,"Usha Park, Kolkata",2,35 Lac,N/A,610,5738,Unfurnished
"3 BHK Apartment for Sale in Curio City, New Town Kolkata",Kolkata,"New Town, Kolkata",3,90 Lac,N/A,960,9375,Unfurnished
"3 BHK Apartment for Sale in Bengal Abasan Urban Sabujayan, Mukundapur Kolkata",Kolkata,"Mukundapur, Kolkata",3,65 Lac,N/A,1455,4467,Furnished
"4 BHK Apartment for Sale in Ekta Oleander, Sealdah, Raja Bazar Kolkata",Kolkata,"Sealdah, Kolkata",4,1.99 Cr,N/A,1922,10380,Furnished
